rank,gameName,tagLine,tier,leaguePoints,plays,wins,tops,winRate,top4Rate,rankDiff
II,torippou,JP1,DIAMOND,7,193,30,104,15.5,53.9,5
II,JINBEIesc,JNB,DIAMOND,7,127,12,76,9.4,59.8,5
II,rdsp,0000,DIAMOND,6,273,48,146,17.6,53.5,52
II,Kenta,JPJP,DIAMOND,5,196,18,115,9.2,58.7,5
II,Niu,9956,DIAMOND,4,137,20,77,14.6,56.2,-42
II,mooooma,JP1,DIAMOND,4,165,17,96,10.3,58.2,4
II,偵察なし変更なし,777,DIAMOND,4,140,24,79,17.1,56.4,4
II,gjk,1992,DIAMOND,4,124,18,74,14.5,59.7,28
II,一般事務アキヒコ,jmaki,DIAMOND,3,152,19,85,12.5,55.9,-55
II,reinyourheart,dog,DIAMOND,2,88,20,52,22.7,59.1,2
II,TYPE,LoLo,DIAMOND,2,249,37,134,14.9,53.8,2
II,azacc84,azacc,DIAMOND,2,237,46,122,19.4,51.5,59
II,chantama,JP1,DIAMOND,1,63,20,42,31.7,66.7,1
II,Mogura5,oooo,DIAMOND,1,166,32,92,19.3,55.4,1
II,WaystLand,030,DIAMOND,1,167,17,93,10.2,55.7,2
II,unhealthy,JP1,DIAMOND,0,156,25,88,16.0,56.4,-17
II,Syzygy,SSS,DIAMOND,0,119,18,75,15.1,63.0,-19
II,keiio,JP1,DIAMOND,0,187,30,96,16.0,51.3,-32
II,Nusaaan,JP1,DIAMOND,0,295,44,149,14.9,50.5,-41
II,いえてぃ,7559,DIAMOND,0,192,29,102,15.1,53.1,-2
II,VNduc01aa,JP1,DIAMOND,0,370,69,181,18.6,48.9,-1
II,AFO,723,DIAMOND,0,262,35,144,13.4,55.0,-1
II,約束は思い出の栞,0ω0bb,DIAMOND,0,305,39,159,12.8,52.1,-1
II,刹那の刃,xxx,DIAMOND,0,108,24,62,22.2,57.4,
II,mohinori,JP1,DIAMOND,0,170,21,92,12.4,54.1,
II,Rou,taki,DIAMOND,0,211,19,115,9.0,54.5,-54
II,apeiria,001,DIAMOND,0,152,32,82,21.1,53.9,1
II,shiromartie,6358,DIAMOND,0,169,24,95,14.2,56.2,-73
II,biwaevk,19379,DIAMOND,0,318,31,168,9.7,52.8,
II,怪盗ミルク,9841,DIAMOND,0,213,24,110,11.3,51.6,1
II,SET16,やりたい,DIAMOND,0,254,35,125,13.8,49.2,1
II,Lia471,Toko,DIAMOND,0,260,31,139,11.9,53.5,-35
III,ブルドーザー2号,1092,DIAMOND,99,73,16,49,21.9,67.1,1
III,がんばります,4959,DIAMOND,98,139,25,77,18.0,55.4,61
III,kumasi,904,DIAMOND,97,142,16,80,11.3,56.3,
III,chees,JP1,DIAMOND,97,128,17,76,13.3,59.4,42
III,kato,12345,DIAMOND,93,174,32,91,18.4,52.3,
III,hilcrhymeyukino ,JP1,DIAMOND,93,81,13,53,16.0,65.4,
III,culul,JP234,DIAMOND,92,83,16,54,19.3,65.1,54
III,alessiy,7080,DIAMOND,92,136,22,73,16.2,53.7,-1
III,Fjmo,JP1,DIAMOND,88,184,15,105,8.2,57.1,10
III,satian,JP1,DIAMOND,87,132,24,73,18.2,55.3,-2
III,Ajuna,JP1,DIAMOND,86,160,22,85,13.8,53.1,-2
III,nono22,JP1,DIAMOND,85,201,27,102,13.4,50.7,-1
III,Ethan Hunt,9313,DIAMOND,85,168,20,88,11.9,52.4,11
III,ミハイルベッケンバウアー,MFG,DIAMOND,85,254,27,133,10.6,52.4,11
III,GUTS,1109,DIAMOND,85,152,18,84,11.8,55.3,-3
III,魂のYi OTPぺぺ,2380,DIAMOND,85,194,33,102,17.0,52.6,-3
III,GOGIGAGAGIGO,100,DIAMOND,85,155,25,84,16.1,54.2,-3
III,xydll,9030,DIAMOND,84,112,19,68,17.0,60.7,-3
III,ふとし,1577,DIAMOND,84,135,19,80,14.1,59.3,-3
III,mimidayo,aaa,DIAMOND,80,134,14,76,10.4,56.7,-3
III,ルルーシュ,1256,DIAMOND,79,126,15,73,11.9,57.9,-3
III,ユキユキの実,00116,DIAMOND,79,163,23,90,14.1,55.2,14
III,spica,neko,DIAMOND,78,174,22,94,12.6,54.0,17
III,con,JP1,DIAMOND,76,108,18,65,16.7,60.2,28
III,SpringStafy,SP1,DIAMOND,76,237,20,127,8.4,53.6,56
III,りゅう,3369,DIAMOND,76,223,16,119,7.2,53.4,63
III,ΟωΟ,ΟwΟ,DIAMOND,75,158,27,82,17.1,51.9,-5
III,skule,JP1,DIAMOND,75,89,19,56,21.3,62.9,-2
III,BellWhiteJP,JP1,DIAMOND,75,157,27,81,17.2,51.6,-42
III,ゴブリン突撃取材,007,DIAMOND,75,329,32,167,9.7,50.8,-3
III,keizo3568,JP1,DIAMOND,75,429,57,212,13.3,49.4,-37
III,RootlessCreature,2489,DIAMOND,75,127,17,70,13.4,55.1,-37
III,はりーお,0601,DIAMOND,75,117,24,68,20.5,58.1,-5
III,Tower of Fantasy,JP1,DIAMOND,73,119,19,70,16.0,58.8,-4
III,COTTON BEANIE,12345,DIAMOND,72,140,26,75,18.6,53.6,-4
III,muscat,7053,DIAMOND,71,149,18,83,12.1,55.7,-3
III,ktia,42953,DIAMOND,71,176,36,97,20.5,55.1,-3
III,tintiranokota,44MAI,DIAMOND,68,190,21,103,11.1,54.2,-1
III,イムホテンツ,JP1,DIAMOND,68,193,26,100,13.5,51.8,-1
III,kiki5963,8304,DIAMOND,67,167,21,93,12.6,55.7,-20
III,Cunego22,Cng22,DIAMOND,66,167,22,89,13.2,53.3,
III,まとも,JP1,DIAMOND,65,132,22,76,16.7,57.6,
III,めぐみん,JP1,DIAMOND,65,121,29,65,24.0,53.7,
III,ToySchory,JP1,DIAMOND,64,113,19,72,16.8,63.7,-34
III,Hà Thu Hiềnnnnnn,2401,DIAMOND,64,135,33,74,24.4,54.8,-1
III,arnim,322,DIAMOND,62,188,18,107,9.6,56.9,-1
III,Izu,4272,DIAMOND,61,72,18,46,25.0,63.9,
III,まちゃ虎,2385,DIAMOND,60,279,38,145,13.6,52.0,
III,yasuiro,9966,DIAMOND,59,96,16,60,16.7,62.5,-14
III,MAHAHA,GOD,DIAMOND,56,126,16,76,12.7,60.3,-1
III,renbin3,JP1,DIAMOND,56,103,28,58,27.2,56.3,51
III,AVAからきますた,1080,DIAMOND,56,70,16,47,22.9,67.1,-2
III,grycia,3405,DIAMOND,55,197,19,110,9.6,55.8,
III,Sen siege,4016,DIAMOND,53,108,10,67,9.3,62.0,
III,poponotan3,2469,DIAMOND,53,101,16,62,15.8,61.4,
III,zero12ax,2432,DIAMOND,53,368,35,187,9.5,50.8,
III,siva fes,JP1,DIAMOND,52,229,27,123,11.8,53.7,
III,ジークホーク,1345,DIAMOND,52,97,10,61,10.3,62.9,
III,MID GAME,2451,DIAMOND,52,230,64,116,27.8,50.4,
III,TOROROToT,2400,DIAMOND,51,121,20,67,16.5,55.4,34
III,StylishJun,POGO,DIAMOND,50,95,19,60,20.0,63.2,1
III,奏バーデン由布院,温泉娘,DIAMOND,50,258,28,141,10.9,54.7,2
III,超弩級砲塔列車グスタフマックス,10x2,DIAMOND,50,256,26,141,10.2,55.1,-34
III,ソリアゲドォォォン,072,DIAMOND,49,69,17,46,24.6,66.7,1
III,sugAA,666,DIAMOND,49,201,24,106,11.9,52.7,2
III,がりお0120,0120,DIAMOND,49,161,31,86,19.3,53.4,3
III,10Pacts AscienTe,JP1,DIAMOND,48,352,43,182,12.2,51.7,3
III,地獄送りの刃,JP1,DIAMOND,48,108,20,65,18.5,60.2,3
III,kakeru3,JP1,DIAMOND,48,178,20,94,11.2,52.8,3
III,Goya,508,DIAMOND,47,82,20,51,24.4,62.2,3
III,やけんモテんと思う,VD30,DIAMOND,47,237,24,119,10.1,50.2,3
III,害獣あらいぐま,JP1,DIAMOND,46,160,21,92,13.1,57.5,3
III,xin1lântôp1,JP1,DIAMOND,46,273,33,138,12.1,50.5,3
III,the frog,JP1,DIAMOND,46,234,40,117,17.1,50.0,-73
III,dekadeka,JP1,DIAMOND,46,165,27,86,16.4,52.1,143
III,tsuyuki,7140,DIAMOND,46,181,39,90,21.5,49.7,1
III,Jackn,JP1,DIAMOND,45,214,29,110,13.6,51.4,-26
III,K  mino,JP1,DIAMOND,45,186,36,93,19.4,50.0,
III,zaru,7376,DIAMOND,45,131,15,73,11.5,55.7,91
III,zitan148,JP1,DIAMOND,45,152,23,84,15.1,55.3,-1
III,mustan2123,JP1,DIAMOND,44,281,40,143,14.2,50.9,-1
III,GuiltyParties,0000,DIAMOND,44,139,24,75,17.3,54.0,
III,うに軍さん大好きです,uni,DIAMOND,43,178,19,96,10.7,53.9,1
III,LuluC,Night,DIAMOND,43,259,27,132,10.4,51.0,1
III,新風みこ,JP1,DIAMOND,42,214,25,115,11.7,53.7,1
III,かるそだ,karu,DIAMOND,42,203,25,107,12.3,52.7,1
III,貴婦Ai,貴婦Ai,DIAMOND,42,100,15,60,15.0,60.0,1
III,RAIdq6,JP1,DIAMOND,42,160,25,77,15.6,48.1,2
III,ヴルル,8686,DIAMOND,42,81,17,50,21.0,61.7,2
III,kawakawa,3644,DIAMOND,42,179,29,95,16.2,53.1,2
III,onbui,8228,DIAMOND,42,164,17,90,10.4,54.9,2
III,AyameFuu,JP1,DIAMOND,41,151,22,75,14.6,49.7,3
III,GlanzRisin,Risin,DIAMOND,41,111,12,66,10.8,59.5,3
III,死神の使い,JP2,DIAMOND,40,165,25,100,15.2,60.6,3
III,akyo01,JP1,DIAMOND,40,111,24,68,21.6,61.3,98
III,hinotaro,7691,DIAMOND,39,272,33,140,12.1,51.5,50
III,賭博のトナーリ,NEW,DIAMOND,39,207,26,113,12.6,54.6,1
III,wobihuihuang,3390,DIAMOND,39,147,22,79,15.0,53.7,-30
III,Utatomo,7266,DIAMOND,39,129,17,71,13.2,55.0,
III,marimama,9855,DIAMOND,38,178,22,101,12.4,56.7,1
III,b1bao,JP1,DIAMOND,37,73,17,43,23.3,58.9,2
III,Sekiro52,JP1,DIAMOND,37,55,12,39,21.8,70.9,-70
III,ぱにー,chuuu,DIAMOND,37,151,30,85,19.9,56.3,1
III,osamu0114,JP1,DIAMOND,36,159,18,85,11.3,53.5,1
III,王 剣,botrk,DIAMOND,34,229,27,126,11.8,55.0,1
III,NjItachi,JP1,DIAMOND,34,181,23,98,12.7,54.1,1
III,aftertoilet,3297,DIAMOND,33,251,40,126,15.9,50.2,89
III,Rocket,3200,DIAMOND,32,134,13,80,9.7,59.7,1
III,LisBot,JP1,DIAMOND,32,258,34,135,13.2,52.3,-88
III,慎独C,7701,DIAMOND,32,141,29,73,20.6,51.8,
III,イチゴ姫,ぷにぷに,DIAMOND,32,110,21,62,19.1,56.4,
III,akali,qoqo,DIAMOND,32,106,12,68,11.3,64.2,
III,ワンリキ,JP1,DIAMOND,31,198,23,109,11.6,55.1,1
III,H49b,6013,DIAMOND,31,170,18,96,10.6,56.5,1
III,superfly,oio,DIAMOND,31,185,22,108,11.9,58.4,1
III,Avalon le Fae,奈落の虫,DIAMOND,30,168,25,87,14.9,51.8,2
III,タイガー桜井たん,0000,DIAMOND,29,142,22,75,15.5,52.8,2
III,炼天魔尊,风天语,DIAMOND,29,142,22,73,15.5,51.4,2
III,タコピー,030,DIAMOND,28,273,43,139,15.8,50.9,2
III,ザリガニ大会,50077,DIAMOND,28,158,17,87,10.8,55.1,-20
III,boylen,JP1,DIAMOND,28,87,16,55,18.4,63.2,1
III,Naru,7720,DIAMOND,28,251,32,121,12.7,48.2,1
III,八咫烏,711,DIAMOND,28,87,15,52,17.2,59.8,1
III,xprt,두근두근,DIAMOND,28,253,23,139,9.1,54.9,-64
III,がばたん,0608,DIAMOND,27,109,18,62,16.5,56.9,
III,yuzix,0000,DIAMOND,26,101,13,61,12.9,60.4,1
III,Riri,kang,DIAMOND,26,97,20,56,20.6,57.7,1
III,Raamll,8701,DIAMOND,26,108,18,60,16.7,55.6,1
III,tuttu,JP1,DIAMOND,25,187,24,95,12.8,50.8,1
III,player02,2712,DIAMOND,25,372,49,189,13.2,50.8,-64
III,Danni,4542,DIAMOND,25,134,24,76,17.9,56.7,
III,KOYOMIsan,6782,DIAMOND,25,133,27,71,20.3,53.4,
III,おたな,otana,DIAMOND,23,89,15,53,16.9,59.6,
III,takashi,7089,DIAMOND,23,133,20,71,15.0,53.4,-26
III,n0suke,1468,DIAMOND,23,169,20,90,11.8,53.3,-1
III,WhoBlie,JP1,DIAMOND,22,110,22,69,20.0,62.7,-1
III,WEC t4ct,baka,DIAMOND,22,181,41,93,22.7,51.4,-1
III,rossi,JP1,DIAMOND,21,188,29,96,15.4,51.1,-1
III,Sh4kugan,JP1,DIAMOND,21,77,12,52,15.6,67.5,-1
III,Sakuramoti,0730,DIAMOND,21,97,15,59,15.5,60.8,38
III,アルミホイル巻け,GGGGG,DIAMOND,21,421,48,206,11.4,48.9,-2
III,横山mid莉,暗黒ルール,DIAMOND,21,142,22,81,15.5,57.0,-2
III,D3LcE,JP1,DIAMOND,20,118,25,67,21.2,56.8,-2
III,スーパーキラーマシン,37564,DIAMOND,20,162,31,85,19.1,52.5,-27
III,Matz,2139,DIAMOND,20,176,26,92,14.8,52.3,-2
III,真V5ゴット改,JP1,DIAMOND,20,150,27,79,18.0,52.7,-2
III,PunZ,1114,DIAMOND,20,174,23,91,13.2,52.3,-2
III,童園レオン,6242,DIAMOND,19,138,21,78,15.2,56.5,-1
III,untai,hap,DIAMOND,19,177,23,98,13.0,55.4,-1
III,ゲンガー,9318,DIAMOND,18,181,25,95,13.8,52.5,-1
III,kimi1211,JP1,DIAMOND,17,103,20,58,19.4,56.3,-1
III,まーちゃんごめんね,029,DIAMOND,17,161,15,93,9.3,57.8,-1
III,쿠로키,0000,DIAMOND,17,94,21,55,22.3,58.5,-27
III,oitawoxic,cs2,DIAMOND,16,177,18,93,10.2,52.5,-1
III,grand menteur,JP1,DIAMOND,16,205,23,116,11.2,56.6,61
III,Dynoboy,4219,DIAMOND,16,351,37,159,10.5,45.3,105
III,Yositoi,UNDK,DIAMOND,16,173,26,92,15.0,53.2,-3
III,penguinman,0914,DIAMOND,16,104,18,59,17.3,56.7,-3
III,レーズンブレッド,1712,DIAMOND,16,182,27,92,14.8,50.5,-3
III,ILLIT사랑해,A4xf,DIAMOND,15,116,17,70,14.7,60.3,-3
III,soota,6512,DIAMOND,15,166,31,89,18.7,53.6,30
III,dotter,JP1,DIAMOND,14,195,21,107,10.8,54.9,-4
III,けつがむ,JP1,DIAMOND,12,148,24,76,16.2,51.4,-4
III,にわカモ,0519,DIAMOND,12,95,15,59,15.8,62.1,-4
III,shuri,9017,DIAMOND,12,207,13,118,6.3,57.0,-4
III,いちのせくん,JP1,DIAMOND,11,132,22,74,16.7,56.1,32
III,キクノジョー,JP1,DIAMOND,10,155,20,89,12.9,57.4,-5
III,やまもとたかふみ,1111,DIAMOND,10,131,15,76,11.5,58.0,-4
III,HAGIMA,JP1,DIAMOND,10,127,17,72,13.4,56.7,-4
III,Laxyua,JP1,DIAMOND,10,148,24,81,16.2,54.7,-4
III,MamedaMendel,JP1,DIAMOND,10,390,42,196,10.8,50.3,-3
III,0c0,4690,DIAMOND,10,114,17,60,14.9,52.6,-3
III,Bot171120,JP1,DIAMOND,10,128,22,70,17.2,54.7,-31
III,haihoi,4679,DIAMOND,10,251,51,128,20.3,51.0,-2
III,nonirun,7315,DIAMOND,10,101,19,59,18.8,58.4,-2
III,xell,2041,DIAMOND,10,92,20,55,21.7,59.8,-2
III,Se7,1068,DIAMOND,10,175,24,97,13.7,55.4,-2
III,りーの,0102,DIAMOND,9,167,19,92,11.4,55.1,-2
III,せしか,4281,DIAMOND,8,90,15,53,16.7,58.9,-2
III,deadeyeover,JP1,DIAMOND,7,420,44,209,10.5,49.8,-1
III,ゴニョニョの杞憂,JP1,DIAMOND,7,151,25,82,16.6,54.3,-1
III,Iolite,2485,DIAMOND,6,127,20,74,15.7,58.3,
III,SariEr1,JP1,DIAMOND,6,132,27,74,20.5,56.1,
III,ゆきのふ,JP1,DIAMOND,6,146,23,79,15.8,54.1,
III,神楽鈴,qqq,DIAMOND,6,179,20,97,11.2,54.2,
III,しいたけ,24896,DIAMOND,6,99,15,58,15.2,58.6,
III,おぱんちゅうなぎ,08282,DIAMOND,6,233,28,127,12.0,54.5,
III,めぐる,yuzu,DIAMOND,5,171,37,90,21.6,52.6,
III,yuriman794,JP1,DIAMOND,5,175,30,92,17.1,52.6,
III,u1lawlaw,6616,DIAMOND,5,358,38,182,10.6,50.8,-77
III,myonmyon,2529,DIAMOND,5,185,21,103,11.4,55.7,-39
III,katanasi,JP1,DIAMOND,4,71,16,46,22.5,64.8,
III,latatatamu,JP1,DIAMOND,4,167,26,89,15.6,53.3,1
III,LEK,5465,DIAMOND,3,124,24,67,19.4,54.0,1
III,doravida,6332,DIAMOND,3,101,15,63,14.9,62.4,2
III,kamisato,3320,DIAMOND,2,131,18,71,13.7,54.2,103
III,らすかる,JP1,DIAMOND,1,157,23,85,14.6,54.1,2
III,mito,0504,DIAMOND,1,139,20,75,14.4,54.0,2
III,EDG Rore,0000,DIAMOND,1,147,21,77,14.3,52.4,2
III,CHAOKUS,ch40,DIAMOND,1,109,24,63,22.0,57.8,2
III,nano crown,JP1,DIAMOND,0,407,45,203,11.1,49.9,2
III,cøcø,kage,DIAMOND,0,153,20,84,13.1,54.9,2
III,piroru,JP1,DIAMOND,0,122,18,71,14.8,58.2,2
III,dayona,JP1,DIAMOND,0,262,38,126,14.5,48.1,2
III,イラカ,JP1,DIAMOND,0,180,16,98,8.9,54.4,-42
III,ぼんさい,JP1,DIAMOND,0,94,13,54,13.8,57.4,1
III,Baimerdinger,HT910,DIAMOND,0,194,33,100,17.0,51.5,52
III,farasy,JP1,DIAMOND,0,236,19,131,8.1,55.5,-41
III,mAvs,4690,DIAMOND,0,167,21,96,12.6,57.5,-126
III,uruxu,JP1,DIAMOND,0,174,20,98,11.5,56.3,-2
III,Liberty Island,GAEUL,DIAMOND,0,73,18,44,24.7,60.3,-2
III,ノーチラス号,JP1,DIAMOND,0,232,30,124,12.9,53.4,-2
III,クレム,JP1,DIAMOND,0,133,28,73,21.1,54.9,-23
III,accele0610,JP1,DIAMOND,0,287,29,156,10.1,54.4,-3
III,Ryehl,JP1,DIAMOND,0,112,18,62,16.1,55.4,-3
III,dynasty,0601,DIAMOND,0,125,19,69,15.2,55.2,-3
III,west,2544,DIAMOND,0,191,24,100,12.6,52.4,-3
III,いおり,9531,DIAMOND,0,59,13,39,22.0,66.1,-3
III,punyo chang,5358,DIAMOND,0,285,57,134,20.0,47.0,
III,OtyArcane,Dusk,DIAMOND,0,99,25,61,25.3,61.6,
III,胡瓜胡瓜,JP1,DIAMOND,0,152,19,90,12.5,59.2,-50
III,easty,1317,DIAMOND,0,79,10,52,12.7,65.8,-1
III,barobarobaro,JP1,DIAMOND,0,73,17,46,23.3,63.0,-1
III,ニャンちゅう,4379,DIAMOND,0,228,34,121,14.9,53.1,-1
III,EggCafe manager,cappy,DIAMOND,0,77,17,48,22.1,62.3,-1
III,Juka,5155,DIAMOND,0,112,12,66,10.7,58.9,-1
III,店長Killa,coco,DIAMOND,0,76,18,52,23.7,68.4,-1
III,kuryudo,0921,DIAMOND,0,118,19,66,16.1,55.9,-1
III,さかけば,8270,DIAMOND,0,244,23,120,9.4,49.2,
III,アニー,6074,DIAMOND,0,46,15,34,32.6,73.9,1
III,sat51,0000,DIAMOND,0,164,15,86,9.1,52.4,1
III,stare in wonder,JP0,DIAMOND,0,183,21,102,11.5,55.7,1
III,而你总是太晚明白,1314,DIAMOND,0,113,22,61,19.5,54.0,1
III,ざぶざぶサメくん,0803,DIAMOND,0,333,59,160,17.7,48.0,1
III,Q1N,ggez,DIAMOND,0,104,20,60,19.2,57.7,1
III,tuna,BBB0,DIAMOND,0,130,14,74,10.8,56.9,1
III,混一色コンサルタント,0112,DIAMOND,0,261,26,135,10.0,51.7,1
III,イラオ,IRAO,DIAMOND,0,109,10,66,9.2,60.6,1
III,AirOx,5796,DIAMOND,0,324,35,169,10.8,52.2,-58
III,8nbaru917,727,DIAMOND,0,182,28,93,15.4,51.1,
IV,HieuBell,JP1,DIAMOND,99,256,26,135,10.2,52.7,
IV,zeruko1,3175,DIAMOND,99,178,22,94,12.4,52.8,
IV,SugarCraft,7313,DIAMOND,99,160,21,93,13.1,58.1,
IV,takitaki,5586,DIAMOND,99,53,16,36,30.2,67.9,
IV,三文小説,JP1,DIAMOND,98,89,21,51,23.6,57.3,
IV,Avidare,Avi,DIAMOND,96,149,18,82,12.1,55.0,1
IV,Deltacape,2370,DIAMOND,96,118,27,66,22.9,55.9,1
IV,まにゃ,ぱんだ,DIAMOND,96,156,25,81,16.0,51.9,1
IV,でかまみ将軍,DEKA,DIAMOND,94,129,18,77,14.0,59.7,1
IV,SonTK,JP1,DIAMOND,93,147,15,81,10.2,55.1,1
IV,nyannntaro,foxy,DIAMOND,93,124,18,71,14.5,57.3,1
IV,chat fighter,SUP,DIAMOND,92,135,23,81,17.0,60.0,16
IV,shuchaka,凡人故孤独,DIAMOND,91,169,27,90,16.0,53.3,
IV,hibira,0625,DIAMOND,91,97,15,58,15.5,59.8,
IV,teyande,000,DIAMOND,91,119,23,68,19.3,57.1,148
IV,艦これいかちゃん,JP1,DIAMOND,90,266,60,125,22.6,47.0,-1
IV,ぽてとグラタン,JP1,DIAMOND,90,365,52,188,14.2,51.5,-1
IV,jaamo ja,123,DIAMOND,88,107,18,65,16.8,60.7,
IV,nonoji,JP1,DIAMOND,86,122,17,68,13.9,55.7,166
IV,minoritz,JP1,DIAMOND,85,121,22,71,18.2,58.7,2
IV,kotoe1206,0714,DIAMOND,85,112,17,62,15.2,55.4,31
IV,yeechangg,2922,DIAMOND,84,124,17,70,13.7,56.5,1
IV,syonenK,4279,DIAMOND,84,185,29,93,15.7,50.3,85
IV,SEAAUK,4649,DIAMOND,84,285,43,149,15.1,52.3,25
IV,lcr,0000,DIAMOND,83,96,18,58,18.8,60.4,-1
IV,DELUTAYA,keroo,DIAMOND,82,220,22,117,10.0,53.2,160
IV,Illmatic,3251,DIAMOND,82,130,21,72,16.2,55.4,-2
IV,おじたんたん,5313,DIAMOND,81,149,27,79,18.1,53.0,109
IV,はいにゅー,hinew,DIAMOND,80,156,21,88,13.5,56.4,24
IV,KatahabaGiGAO,6375,DIAMOND,80,98,19,58,19.4,59.2,24
IV,shiro116,4116,DIAMOND,80,143,21,74,14.7,51.7,-5
IV,ネコスキー,meow,DIAMOND,79,124,15,70,12.1,56.5,179
IV,右手に宿いし漆黒のカルマ,xネ申x,DIAMOND,79,100,20,53,20.0,53.0,-6
IV,Deep Purple,888,DIAMOND,76,56,14,41,25.0,73.2,-4
IV,camelll,4771,DIAMOND,76,179,22,97,12.3,54.2,-4
IV,ERA,URGOT,DIAMOND,76,106,10,62,9.4,58.5,116
IV,cotocotoji,JP1,DIAMOND,76,246,41,130,16.7,52.8,-5
IV,detteiusyousa,JP1,DIAMOND,75,134,20,74,14.9,55.2,-5
IV,Mera,JP1,DIAMOND,75,101,11,61,10.9,60.4,-4
IV,babolat,JP1,DIAMOND,75,219,29,116,13.2,53.0,-3
IV,ababc,JP1,DIAMOND,75,133,14,76,10.5,57.1,-2
IV,rrr,XOXG,DIAMOND,75,111,14,69,12.6,62.2,-2
IV,Yamako,JP1,DIAMOND,75,121,21,67,17.4,55.4,-1
IV,Gakku892000,JP1,DIAMOND,75,112,16,62,14.3,55.4,-1
IV,黒白赤青,JP1,DIAMOND,75,181,13,98,7.2,54.1,-68
IV,むんっ,jp19,DIAMOND,75,249,26,129,10.4,51.8,-2
IV,DJmaru,3520,DIAMOND,75,100,19,57,19.0,57.0,-2
IV,riceTFT,rice,DIAMOND,75,184,25,96,13.6,52.2,-60
IV,Dkeyおおくぼ,リロール,DIAMOND,75,157,22,90,14.0,57.3,-59
IV,チャン  クオック チュン,61364,DIAMOND,75,163,28,86,17.2,52.8,-2
IV,DFM 阿部,JP1,DIAMOND,73,142,14,82,9.9,57.7,-1
IV,クリリンJr,8740,DIAMOND,73,99,21,53,21.2,53.5,-1
IV,かいたくみん,2525,DIAMOND,73,180,18,101,10.0,56.1,49
IV,000Daisy000,JP1,DIAMOND,73,305,43,155,14.1,50.8,115
IV,上島珈琲店,JP1,DIAMOND,71,159,20,82,12.6,51.6,67
IV,petrichor,lll,DIAMOND,70,135,15,80,11.1,59.3,-1
IV,aok,JP1,DIAMOND,69,62,18,43,29.0,69.4,-1
IV,PandaSakusaku,Panda,DIAMOND,69,150,22,78,14.7,52.0,-1
IV,spica,1112,DIAMOND,69,115,13,70,11.3,60.9,-1
IV,hakachi,0904,DIAMOND,69,247,35,129,14.2,52.2,
IV,Mrキシドー,JP1,DIAMOND,68,105,23,60,21.9,57.1,1
IV,rechimaru,JP1,DIAMOND,68,264,37,131,14.0,49.6,115
IV,Hello Bot,JP1,DIAMOND,68,129,19,71,14.7,55.0,
IV,0v0,5416,DIAMOND,68,156,26,83,16.7,53.2,
IV,Arciel,JP1,DIAMOND,67,179,30,95,16.8,53.1,
IV,luckさん,JP1,DIAMOND,67,147,22,77,15.0,52.4,
IV,Éponine,铃 兰,DIAMOND,67,271,49,129,18.1,47.6,129
IV,おとふんふん,JP1,DIAMOND,67,152,29,81,19.1,53.3,-1
IV,ますにゃ,JP1,DIAMOND,65,370,45,186,12.2,50.3,-1
IV,しげおじ,JP1,DIAMOND,65,172,24,91,14.0,52.9,-34
IV,QuietMan,JP1,DIAMOND,65,238,20,124,8.4,52.1,-30
IV,sou1224,JP1,DIAMOND,65,161,20,85,12.4,52.8,-3
IV,50kchan,JP1,DIAMOND,65,89,14,57,15.7,64.0,-3
IV,002,8842,DIAMOND,65,191,27,96,14.1,50.3,-3
IV,rister,gomii,DIAMOND,65,185,21,100,11.4,54.1,-3
IV,straycat,5264,DIAMOND,64,125,10,69,8.0,55.2,210
IV,yaman9,JP1,DIAMOND,64,189,29,97,15.3,51.3,-4
IV,スカイボーンメリスマ,26342,DIAMOND,64,183,34,89,18.6,48.6,-4
IV,BIGM,2661,DIAMOND,63,76,17,46,22.4,60.5,-4
IV,てんとうむし,104,DIAMOND,62,76,14,48,18.4,63.2,-4
IV,umayuma,JP1,DIAMOND,62,64,12,41,18.8,64.1,-4
IV,リョウ,1PJ,DIAMOND,61,137,20,78,14.6,56.9,-4
IV,mitta,mhm,DIAMOND,61,149,25,83,16.8,55.7,-4
IV,squalo,0325,DIAMOND,60,99,22,54,22.2,54.5,-4
IV,MAD REAL SION,FAKE,DIAMOND,60,81,10,54,12.3,66.7,-4
IV,ここちい,moc,DIAMOND,59,412,57,197,13.8,47.8,-4
IV,goo,9424,DIAMOND,59,107,25,62,23.4,57.9,-4
IV,Kami,128,DIAMOND,58,104,15,64,14.4,61.5,-4
IV,suraimu,2500,DIAMOND,58,202,33,99,16.3,49.0,-83
IV,unpkmaru,2476,DIAMOND,58,130,18,76,13.8,58.5,-4
IV,necon,JP1,DIAMOND,57,118,19,73,16.1,61.9,-4
IV,さくさくぱんだ,0117,DIAMOND,57,72,13,44,18.1,61.1,172
IV,龙少爷,龙少爷,DIAMOND,57,112,20,63,17.9,56.2,254
IV,gegege,3095,DIAMOND,57,58,12,39,20.7,67.2,-6
IV,hipopopo,JP1,DIAMOND,56,189,19,105,10.1,55.6,-6
IV,宮本むなし,1087,DIAMOND,56,156,21,86,13.5,55.1,-6
IV,15p end game,9997,DIAMOND,56,102,18,62,17.6,60.8,49
IV,Meteora,3002,DIAMOND,56,103,16,62,15.5,60.2,-7
IV,サブロー,9604,DIAMOND,56,162,28,84,17.3,51.9,-52
IV,黒縄天譴明王,7199,DIAMOND,56,219,23,119,10.5,54.3,-8
