rank,gameName,tagLine,tier,leaguePoints,plays,wins,tops,winRate,top4Rate,rankDiff
I,lala,1103,MASTER,149,195,27,116,13.8,59.5,1
I,ItsCaramel,crml,MASTER,148,243,45,134,18.5,55.1,-7
I,siro,4818,MASTER,143,199,25,112,12.6,56.3,1
I,Ashes of theStar,JP2,MASTER,142,139,29,78,20.9,56.1,1
I,Sivy,JP2,MASTER,142,214,41,117,19.2,54.7,1
I,Mizz,Zzzz,MASTER,138,276,32,154,11.6,55.8,1
I,ssss,4473,MASTER,137,193,33,113,17.1,58.5,1
I,dodeka,dode,MASTER,137,178,38,98,21.3,55.1,1
I,それじゃ救いに行くね世界,ぷちでび,MASTER,130,220,40,113,18.2,51.4,1
I,めんだこ,0101,MASTER,127,216,39,112,18.1,51.9,1
I,かんをん,9078,MASTER,127,442,73,216,16.5,48.9,1
I,shikirow,512,MASTER,126,226,29,120,12.8,53.1,1
I,JackSimon,1111,MASTER,126,121,23,74,19.0,61.2,1
I,yura200,JP1,MASTER,125,153,29,86,19.0,56.2,22
I,boby,6324,MASTER,125,211,27,123,12.8,58.3,17
I,仏陀いいよね,JP1,MASTER,123,260,33,129,12.7,49.6,-1
I,cobini,9300,MASTER,122,201,37,112,18.4,55.7,-1
I,mikazuk1,JP1,MASTER,122,142,24,91,16.9,64.1,-1
I,Nelly,VAL,MASTER,121,239,32,130,13.4,54.4,-1
I,watari4game,8027,MASTER,120,305,40,161,13.1,52.8,26
I,たなってぃ,8443,MASTER,117,202,44,108,21.8,53.5,-2
I,Sg chimpan Z,JP1,MASTER,116,251,41,134,16.3,53.4,-2
I,reisu777,JP1,MASTER,116,161,26,96,16.1,59.6,-2
I,tsune,8466,MASTER,112,164,25,96,15.2,58.5,-2
I,麦わら,123,MASTER,112,176,29,99,16.5,56.2,-2
I,non1341,JP1,MASTER,109,220,35,115,15.9,52.3,-2
I,Wafuuuu,JP1,MASTER,108,238,28,132,11.8,55.5,-2
I,DeLaFille,JP1,MASTER,108,270,37,153,13.7,56.7,-2
I,まいける,JP1,MASTER,107,241,32,123,13.3,51.0,-26
I,LOVEずっきゅん,2025,MASTER,105,168,18,97,10.7,57.7,-2
I,くろごま,2222,MASTER,105,121,28,70,23.1,57.9,-2
I,halkus9,4409,MASTER,105,271,30,161,11.1,59.4,-2
I,柴犬しきちゃん,JP1,MASTER,104,110,28,68,25.5,61.8,-2
I,ocarina,JP1,MASTER,103,331,50,168,15.1,50.8,26
I,lsa,136b,MASTER,102,186,27,105,14.5,56.5,-2
I,ButeN,0116,MASTER,101,158,32,95,20.3,60.1,-2
I,SHiRoxK,0909,MASTER,99,238,41,131,17.2,55.0,-2
I,tktk121212,JP1,MASTER,98,225,26,121,11.6,53.8,17
I,ながちゃまちゃまちゃまちゃま,ちゃま,MASTER,96,310,51,158,16.5,51.0,44
I,悪キングカボチャンス,ART,MASTER,96,131,23,76,17.6,58.0,-3
I,ふわふわ戦隊もちぐまん,3282,MASTER,96,90,22,60,24.4,66.7,-3
I,rerererrrr,aaa,MASTER,95,217,24,126,11.1,58.1,-3
I,Everdale Main,3318,MASTER,93,370,44,180,11.9,48.6,-2
I,tteru,JP1,MASTER,91,174,25,93,14.4,53.4,-2
I,koaji,JP1,MASTER,91,110,27,63,24.5,57.3,-2
I,Hurrry,JP1,MASTER,90,194,37,104,19.1,53.6,51
I,篠澤広,0606,MASTER,88,160,19,99,11.9,61.9,-2
I,ishin,4635,MASTER,88,189,18,104,9.5,55.0,-1
I,HLTゆのみ,5502,MASTER,87,309,45,159,14.6,51.5,-1
I,hokkaito,abcd,MASTER,85,165,33,90,20.0,54.5,-1
I,hizashi,12345,MASTER,84,217,38,118,17.5,54.4,-1
I,Ap0LLon,JP1,MASTER,83,218,32,116,14.7,53.2,-1
I,MahyanPower,JP1,MASTER,82,296,34,159,11.5,53.7,-1
I,Pekkle,DACK,MASTER,81,319,47,162,14.7,50.8,-1
I,ふわふわエイム,JP1,MASTER,80,113,22,71,19.5,62.8,-1
I,torimutHL,angry,MASTER,80,242,41,132,16.9,54.5,
I,OXフォード大学の劣等生,TFT,MASTER,80,254,40,140,15.7,55.1,
I,かものはし,18800,MASTER,80,193,28,104,14.5,53.9,
I,akari1209,JP1,MASTER,79,154,21,89,13.6,57.8,-15
I,ひかまに,0000,MASTER,79,279,40,156,14.3,55.9,-1
I,はえー,haeee,MASTER,78,97,19,67,19.6,69.1,
I,kantelio,fna9,MASTER,77,124,24,78,19.4,62.9,
I,nanoha hina,JP1,MASTER,76,195,24,112,12.3,57.4,58
I,神奈川,9090,MASTER,76,330,52,170,15.8,51.5,-1
I,gufu,5098,MASTER,76,96,32,67,33.3,69.8,35
I,aikosuki,JP1,MASTER,75,240,49,135,20.4,56.2,66
I,nemuleaf,ref,MASTER,72,307,35,154,11.4,50.2,-2
I,Ignis,JP1,MASTER,71,277,35,136,12.6,49.1,-2
I,Kasumi,KY69,MASTER,69,77,22,56,28.6,72.7,-2
I,Lotuslight,6656,MASTER,69,311,48,167,15.4,53.7,-2
I,ZPM,0877,MASTER,69,226,36,111,15.9,49.1,-2
I,rym,CCC,MASTER,67,249,31,139,12.4,55.8,-2
I,Japanese Leduck,JAL,MASTER,67,184,34,97,18.5,52.7,-2
I,sugarless,6547,MASTER,64,166,24,93,14.5,56.0,-1
I,koto神,0904,MASTER,64,131,17,80,13.0,61.1,-1
I,よだかの星,JP1,MASTER,63,332,44,174,13.3,52.4,-1
I,ElectricCallboy,9957,MASTER,63,211,23,118,10.9,55.9,-1
I,RubyArs,5956,MASTER,63,246,36,130,14.6,52.8,-1
I,桐谷melee,JP1,MASTER,62,243,28,133,11.5,54.7,-52
I,tsuchinoto,9804,MASTER,62,181,18,104,9.9,57.5,-2
I,Gran,1569,MASTER,61,181,17,105,9.4,58.0,-2
I,zaaki512,2693,MASTER,61,186,24,101,12.9,54.3,-2
I,お昼はカレー,7821,MASTER,61,268,35,145,13.1,54.1,-2
I,神の左手悪魔の右手,2581,MASTER,60,149,22,96,14.8,64.4,-2
I,Pulverizing,jett,MASTER,59,249,42,133,16.9,53.4,54
I,Siff,9864,MASTER,59,191,31,104,16.2,54.5,-2
I,dowao,89165,MASTER,56,220,31,107,14.1,48.6,-2
I,yahkac,2975,MASTER,55,226,29,126,12.8,55.8,27
I,taakkutan,385,MASTER,55,100,20,66,20.0,66.0,-3
I,暗めのいぶりん,L3NS,MASTER,54,118,22,71,18.6,60.2,32
I,Tawara,JP1,MASTER,53,144,20,87,13.9,60.4,-4
I,ブランゴ,2425,MASTER,53,254,29,132,11.4,52.0,-4
I,ハイエナMD,1212,MASTER,53,169,27,95,16.0,56.2,-4
I,ちいかわ,古本屋,MASTER,52,172,17,103,9.9,59.9,-4
I,さのマル,JP1,MASTER,50,198,31,108,15.7,54.5,-2
I,summertimer 大好き,3331,MASTER,48,253,32,140,12.6,55.3,-2
I,buruzuai,JP1,MASTER,48,395,39,207,9.9,52.4,-33
I,平成最後の厄介事,JP1,MASTER,47,194,34,118,17.5,60.8,140
I,Karina,nkotu,MASTER,46,181,33,101,18.2,55.8,-4
I,annsa45,6592,MASTER,45,156,31,83,19.9,53.2,-4
I,エバラ,エバラ,MASTER,44,182,28,99,15.4,54.4,-2
I,SivataRie,JP1,MASTER,43,181,33,107,18.2,59.1,-62
I,Mapo,777,MASTER,43,179,29,99,16.2,55.3,-31
I,coru,107,MASTER,43,201,32,118,15.9,58.7,-3
I,もりぴー,JP1,MASTER,42,185,26,104,14.1,56.2,-3
I,shoyu34,JP1,MASTER,42,180,32,97,17.8,53.9,36
I,CinnamoLoL,6097,MASTER,41,355,55,186,15.5,52.4,70
I,Maishixi,Daze,MASTER,41,151,24,86,15.9,57.0,-3
I,過労キティ,ぐぶんじー,MASTER,41,269,33,146,12.3,54.3,-3
I,Aurorastar,JP1,MASTER,40,131,25,77,19.1,58.8,-3
I,二択の玄人,山分け,MASTER,40,155,24,87,15.5,56.1,95
I,Nameti,JP2,MASTER,40,224,34,122,15.2,54.5,56
I,tapi,7176,MASTER,40,140,28,84,20.0,60.0,-5
I,Phancyboy,7815,MASTER,40,248,34,130,13.7,52.4,-5
I,MOROMOTO,JP1,MASTER,39,104,15,68,14.4,65.4,-5
I,minuete,0001,MASTER,39,196,27,113,13.8,57.7,-5
I,noi,93333,MASTER,39,346,52,174,15.0,50.3,-5
I,ますかっと,10310,MASTER,39,302,38,154,12.6,51.0,-5
I,iwasi99,iwasi,MASTER,38,156,28,84,17.9,53.8,16
I,Gilgamesh,FFFF,MASTER,38,360,56,193,15.6,53.6,-4
I,喚潮鮫姫,takuk,MASTER,37,108,16,71,14.8,65.7,-4
I,sobachin,3150,MASTER,37,303,50,141,16.5,46.5,-4
I,愛しの君とこの世のはたて,ぺちこ,MASTER,36,140,29,81,20.7,57.9,-4
I,ビューティフルシャドウ,4868,MASTER,35,261,27,137,10.3,52.5,-4
I,ちえりです,JP1,MASTER,33,121,21,76,17.4,62.8,89
I,TooBigYantama,9343,MASTER,32,182,33,99,18.1,54.4,-3
I,Potz,1078,MASTER,32,86,23,56,26.7,65.1,-3
I,ドラゴン翼,JP1,MASTER,32,194,36,108,18.6,55.7,-25
I,kuma,4464,MASTER,32,122,20,80,16.4,65.6,-4
I,Ahooo,6137,MASTER,32,163,24,93,14.7,57.1,-4
I,一撃以外ありえないwww,異教徒,MASTER,31,221,40,120,18.1,54.3,-4
I,黒影海老,kvd,MASTER,30,127,23,78,18.1,61.4,-3
I,clock,9680,MASTER,29,326,42,172,12.9,52.8,-3
I,Rinsal,9204,MASTER,29,167,35,89,21.0,53.3,-3
I,deky,001,MASTER,28,185,36,105,19.5,56.8,-2
I,J1NJ1E,7678,MASTER,28,266,32,136,12.0,51.1,-2
I,kisso66,kisso,MASTER,27,140,21,84,15.0,60.0,
I,Justice Gun,JP1,MASTER,26,142,22,79,15.5,55.6,
I,ぴかぴかまゆげ計画,からあげ,MASTER,25,233,31,131,13.3,56.2,1
I,Fjola,JP1,MASTER,24,149,26,87,17.4,58.4,1
I,MENDOKUSAIII,NUT,MASTER,23,309,56,153,18.1,49.5,2
I,yossioo,JP1,MASTER,22,223,37,116,16.6,52.0,63
I,owaewo,JP1,MASTER,22,123,16,79,13.0,64.2,1
I,よわい,JP2,MASTER,22,108,19,66,17.6,61.1,1
I,ieei,9484,MASTER,21,96,22,68,22.9,70.8,1
I,Petite,JP1,MASTER,20,218,21,121,9.6,55.5,1
I,怠学生,たいだ,MASTER,20,288,29,155,10.1,53.8,1
I,絶対絶対よらないザウルス,IKURA,MASTER,20,291,41,155,14.1,53.3,-20
I,クワトロバジーナ,100,MASTER,20,261,42,126,16.1,48.3,-58
I,FortuneCookie,JP1,MASTER,19,133,30,78,22.6,58.6,54
I,魔法ウニ,023,MASTER,19,56,20,42,35.7,75.0,-2
I,DKX,JP3,MASTER,18,142,26,85,18.3,59.9,-48
I,Maple,sry,MASTER,18,416,60,206,14.4,49.5,-17
I,そこ右に左折で,RtoL,MASTER,17,151,32,89,21.2,58.9,-3
I,Dazer,321,MASTER,17,126,17,77,13.5,61.1,-3
I,賽の目,kani,MASTER,16,170,22,99,12.9,58.2,-3
I,kqkk1,4288,MASTER,16,130,16,81,12.3,62.3,-3
I,藤 城,0000,MASTER,16,147,26,83,17.7,56.5,-3
I,minato773,JP1,MASTER,15,224,26,118,11.6,52.7,-3
I,freess,368,MASTER,15,321,44,166,13.7,51.7,-3
I,XEST amondo22,8921,MASTER,12,140,34,83,24.3,59.3,-3
I,PwP,2626,MASTER,12,241,46,126,19.1,52.3,-3
I,motetai,4977,MASTER,12,252,34,136,13.5,54.0,-3
I,俺はレ,JP2,MASTER,11,106,19,69,17.9,65.1,-3
I,Sera,yuma,MASTER,11,158,19,95,12.0,60.1,-3
I,April Fool,JP1,MASTER,10,234,31,121,13.2,51.7,-3
I,運だけの春日,777,MASTER,10,135,25,83,18.5,61.5,-2
I,Esuterune,2700,MASTER,10,196,32,110,16.3,56.1,-2
I,dy4,3696,MASTER,10,202,31,104,15.3,51.5,-2
I,dolly,5428,MASTER,10,303,35,159,11.6,52.5,-1
I,uirou,桜花抄,MASTER,10,141,22,87,15.6,61.7,-1
I,モモンガのしっぽ,1112,MASTER,10,141,37,87,26.2,61.7,-1
I,tosq90,JP1,MASTER,9,188,26,105,13.8,55.9,-1
I,deisu,104,MASTER,9,153,29,95,19.0,62.1,-1
I,ara,1012,MASTER,8,111,15,69,13.5,62.2,-1
I,w1thg0at,31102,MASTER,8,192,22,109,11.5,56.8,-1
I,kohada19,JP1,MASTER,7,57,19,45,33.3,78.9,-1
I,ほらみんな集まってニコニコ,NNNN,MASTER,6,295,29,166,9.8,56.3,
I,DeepSeek,9572,MASTER,6,90,27,57,30.0,63.3,
I,aponic,8706,MASTER,3,112,18,67,16.1,59.8,
I,Keri,JP1,MASTER,1,168,28,94,16.7,56.0,
I,脳汁東京,bjt,MASTER,1,169,25,100,14.8,59.2,
I,tomonar1,JP1,MASTER,0,275,27,150,9.8,54.5,
I,pano,JP1,MASTER,0,145,27,84,18.6,57.9,
I,ekollon,JP1,MASTER,0,178,22,98,12.4,55.1,
I,Barotte1,JP1,MASTER,0,192,27,106,14.1,55.2,
I,あでみん,JP1,MASTER,0,106,20,63,18.9,59.4,
I,a lost witch,JP1,MASTER,0,170,27,92,15.9,54.1,
I,WINNIE THE POOH,イーヨー派,MASTER,0,328,33,156,10.1,47.6,
I,Buraito,buff,MASTER,0,209,14,119,6.7,56.9,
I,Yuna,GH0ST,MASTER,0,175,33,95,18.9,54.3,
I,Starfish,starf,MASTER,0,288,37,162,12.8,56.2,-100
I,NorisK,NOG,MASTER,0,106,12,73,11.3,68.9,-1
I,eto333,JP1,MASTER,0,151,25,84,16.6,55.6,-1
I,LostFish,9823,MASTER,0,93,13,69,14.0,74.2,-81
I,OIIAOIIA,1212,MASTER,0,206,22,117,10.7,56.8,-32
I,やまくだり,1234,MASTER,0,119,19,70,16.0,58.8,-3
I,Fomice,JP1,MASTER,0,202,33,108,16.3,53.5,-3
I,にらぴん,JP1,MASTER,0,155,24,88,15.5,56.8,-3
I,Gyaooo,JP1,MASTER,0,212,28,111,13.2,52.4,-3
I,ファンファンクロス,9143,MASTER,0,432,58,218,13.4,50.5,-3
I,運ゲーtft,0723,MASTER,0,285,56,142,19.6,49.8,-3
I,sigure,9623,MASTER,0,194,28,105,14.4,54.1,-3
I,arrows,1335,MASTER,0,217,35,117,16.1,53.9,-3
I,まぐれ,qqqq,MASTER,0,233,28,128,12.0,54.9,-3
I,korekore19,コレコレ,MASTER,0,489,25,257,5.1,52.6,-3
I,russodeuS,257,MASTER,0,271,35,144,12.9,53.1,
I,ふてねGG,tft,MASTER,0,293,31,151,10.6,51.5,
I,MITIO,GMX,MASTER,0,281,37,151,13.2,53.7,
I,xiaogg88,JP1,MASTER,0,222,54,108,24.3,48.6,
I,LIGhtYgo,bili,MASTER,0,190,42,102,22.1,53.7,
I,samonaaa,JP1,MASTER,0,351,28,177,8.0,50.4,
I,UxU,Kya,MASTER,0,203,36,110,17.7,54.2,
I,bachiboco,JP1,MASTER,0,203,34,111,16.7,54.7,1
I,ZeL0,JP1,MASTER,0,184,28,104,15.2,56.5,1
I,yumi,160,MASTER,0,275,36,148,13.1,53.8,1
I,鍛冶屋たたら,JP1,MASTER,0,298,43,160,14.4,53.7,-119
I,mineral357,JP1,MASTER,0,171,24,101,14.0,59.1,
I,若 林,JP1,MASTER,0,218,28,121,12.8,55.5,
I,Nqt1poy,6513,MASTER,0,196,25,118,12.8,60.2,
I,じぇにゅいん,JP1,MASTER,0,222,32,122,14.4,55.0,
I,一ノ瀬咲,アマテラス,MASTER,0,171,24,90,14.0,52.6,
I,七瀬さん,6167,MASTER,0,130,26,75,20.0,57.7,
I,sxrxhl,xxx,MASTER,0,224,36,120,16.1,53.6,
I,nakatsu86,3318,MASTER,0,299,47,154,15.7,51.5,
I,ponz,9298,MASTER,0,142,22,83,15.5,58.5,
I,篠原しの,shino,MASTER,0,175,26,97,14.9,55.4,
I,パーティータイム田中,8tt,MASTER,0,190,24,113,12.6,59.5,
I,siron,1016,MASTER,0,287,43,151,15.0,52.6,
I,황천완볼록,황천완 볼,MASTER,0,330,46,170,13.9,51.5,
I,Presbyterus,0424,MASTER,0,142,21,89,14.8,62.7,
I,Chazuke,4962,MASTER,0,179,28,101,15.6,56.4,
I,pahukoko,2952,MASTER,0,160,24,93,15.0,58.1,
I,xxssuu,2012,MASTER,0,222,27,115,12.2,51.8,
I,KonjikiNoMe,7940,MASTER,0,158,18,97,11.4,61.4,
I,ケンセイ ライゴウ,4262,MASTER,0,144,20,87,13.9,60.4,
I,いち山葵,1447,MASTER,0,129,21,77,16.3,59.7,-87
I,Eniac,tft,MASTER,0,278,47,142,16.9,51.1,-1
I,syakamuchi,7777,DIAMOND,97,251,23,136,9.2,54.2,
I,shermanator,JP1,DIAMOND,96,168,38,93,22.6,55.4,
I,Paramour,zzz,DIAMOND,96,105,20,64,19.0,61.0,
I,エビフィレオ村上,MSMS,DIAMOND,94,230,36,119,15.7,51.7,2
I,miyamarubaby,2620,DIAMOND,94,181,27,97,14.9,53.6,12
I,k3sore,JP1,DIAMOND,84,157,33,88,21.0,56.1,-1
I,最強の囮,8190,DIAMOND,84,251,28,137,11.2,54.6,3
I,K W,0000,DIAMOND,68,239,42,121,17.6,50.6,-1
I,卍にっく卍,JP1,DIAMOND,67,182,29,102,15.9,56.0,-1
I,Kozmokyouryu,1115,DIAMOND,67,191,33,96,17.3,50.3,-1
I,Fast810,iceT,DIAMOND,61,189,20,106,10.6,56.1,
I,ruku,0003,DIAMOND,54,130,27,70,20.8,53.8,1
I,ran,0121,DIAMOND,53,145,26,84,17.9,57.9,1
I,はげ太郎,JP1,DIAMOND,52,113,28,66,24.8,58.4,1
I,サーフゴー,6231,DIAMOND,52,166,26,95,15.7,57.2,1
I,takasousou7,JP1,DIAMOND,48,161,23,93,14.3,57.8,30
I,マウスくん,JP1,DIAMOND,48,177,33,94,18.6,53.1,1
I,Charizard,ay2,DIAMOND,46,159,24,92,15.1,57.9,1
I,ButeNBelk,0116,DIAMOND,45,310,45,164,14.5,52.9,1
I,くわん,くわん,DIAMOND,44,117,25,67,21.4,57.3,1
I,timaeus4,3879,DIAMOND,43,153,14,93,9.2,60.8,1
I,pkpkt,mid,DIAMOND,37,211,35,112,16.6,53.1,1
I,rikuho,JP1,DIAMOND,34,198,16,115,8.1,58.1,1
I,sorakun,1644,DIAMOND,34,126,22,80,17.5,63.5,1
I,しゅえと,JP1,DIAMOND,33,218,27,118,12.4,54.1,-21
I,Merua,JP1,DIAMOND,32,131,23,75,17.6,57.3,6
I,しんたみ,JP1,DIAMOND,32,88,21,56,23.9,63.6,-1
I,mogami,2180,DIAMOND,32,131,17,79,13.0,60.3,5
I,Elfgirls,ELF,DIAMOND,30,190,37,103,19.5,54.2,-2
I,Merluza,4521,DIAMOND,28,141,25,80,17.7,56.7,-2
I,Re4L,107,DIAMOND,28,174,26,93,14.9,53.4,-2
I,Satsuki0o0,6125,DIAMOND,25,155,37,83,23.9,53.5,-2
I,いてれーた,5910,DIAMOND,23,146,26,88,17.8,60.3,-2
I,tept,JP1,DIAMOND,19,259,23,137,8.9,52.9,-22
I,NAGATSUNE,JP1,DIAMOND,15,193,26,107,13.5,55.4,3
I,ノーフェイス,JP1,DIAMOND,14,241,54,116,22.4,48.1,-2
I,欲しがりません,勝つまでは,DIAMOND,13,255,34,139,13.3,54.5,-2
I,おじょこ賢いヨードル,225,DIAMOND,13,337,30,180,8.9,53.4,-2
I,neurous,JP1,DIAMOND,10,172,24,99,14.0,57.6,8
I,MLE,JP1,DIAMOND,6,218,37,115,17.0,52.8,-3
I,maikoro,JP1,DIAMOND,5,90,17,60,18.9,66.7,-2
I,マッチョメン,8123,DIAMOND,4,143,21,82,14.7,57.3,43
I,spacer,2025,DIAMOND,3,367,44,189,12.0,51.5,-3
I,nagato,ngt11,DIAMOND,2,120,20,73,16.7,60.8,-3
I,daffy,JP1,DIAMOND,0,282,43,142,15.2,50.4,-3
I,rnxo,JP1,DIAMOND,0,199,21,110,10.6,55.3,-3
I,BullchaN,zoe,DIAMOND,0,179,32,92,17.9,51.4,-3
I,FreeSky,JP1,DIAMOND,0,209,38,107,18.2,51.2,-3
I,Slas,dddd,DIAMOND,0,95,17,56,17.9,58.9,-1
II,akkey1201,3244,DIAMOND,98,238,32,130,13.4,54.6,-1
II,ホムラ,5276,DIAMOND,96,131,15,82,11.5,62.6,-1
II,Totaketa,JP1,DIAMOND,94,215,26,125,12.1,58.1,6
II,fusousan,7202,DIAMOND,94,85,16,56,18.8,65.9,-2
II,KaniOiC,998,DIAMOND,91,121,19,75,15.7,62.0,-2
II,ちんもくはる,JP1,DIAMOND,90,92,19,61,20.7,66.3,-2
II,いちごだいふく,0150,DIAMOND,89,139,22,80,15.8,57.6,-2
II,ｱﾙﾏﾄ,0808,DIAMOND,88,240,36,125,15.0,52.1,-2
II,竜ノ介,JP1,DIAMOND,87,166,25,92,15.1,55.4,-2
II,ティエルノ,JP1,DIAMOND,86,118,15,73,12.7,61.9,-2
II,るーるな,JP1,DIAMOND,83,264,51,136,19.3,51.5,-1
II,paku uma,3219,DIAMOND,82,111,20,68,18.0,61.3,
II,44258,2215,DIAMOND,82,121,19,75,15.7,62.0,
II,Vna2meV,5865,DIAMOND,80,193,27,103,14.0,53.4,13
II,さすがしゅう,JP1,DIAMOND,76,314,45,161,14.3,51.3,
II,テンパパジャマtwitch,tythx,DIAMOND,75,215,33,110,15.3,51.2,1
II,吉良親貞,4803,DIAMOND,75,259,41,134,15.8,51.7,1
II,ぬぬぬ,1235,DIAMOND,75,133,19,84,14.3,63.2,1
II,もりもっこり,2525,DIAMOND,71,117,16,67,13.7,57.3,2
II,4cetam,JP1,DIAMOND,70,183,26,96,14.2,52.5,2
II,selfoon,2755,DIAMOND,70,119,20,69,16.8,58.0,2
II,Goodman,7149,DIAMOND,68,195,32,109,16.4,55.9,47
II,toriroji,4258,DIAMOND,67,125,16,73,12.8,58.4,-9
II,くにき,92Ki,DIAMOND,65,145,25,86,17.2,59.3,
II,コンセントレーション,memew,DIAMOND,65,182,17,106,9.3,58.2,
II,Maybeaho,6320,DIAMOND,65,54,17,42,31.5,77.8,
II,ふぃんぶる,9031,DIAMOND,64,117,17,72,14.5,61.5,1
II,深呼吸ボタン,JP1,DIAMOND,63,124,15,75,12.1,60.5,1
II,Shiras,SSR,DIAMOND,62,176,29,97,16.5,55.1,2
II,平成維新,JP1,DIAMOND,62,159,19,89,11.9,56.0,51
II,Aki,4082,DIAMOND,62,171,26,98,15.2,57.3,1
II,ring3,JP1,DIAMOND,61,76,15,53,19.7,69.7,1
II,SwithNN,ちくわ,DIAMOND,59,147,24,84,16.3,57.1,1
II,ringooo,JP96,DIAMOND,59,347,52,171,15.0,49.3,1
II,divided by 0,0503,DIAMOND,58,174,23,99,13.2,56.9,2
II,Ladder Slayer,lstft,DIAMOND,57,105,27,63,25.7,60.0,2
II,ririhs,3119,DIAMOND,57,174,28,97,16.1,55.7,2
II,Roo,ooR,DIAMOND,57,159,28,87,17.6,54.7,2
II,uii,2099,DIAMOND,57,337,54,172,16.0,51.0,12
II,R1net,JP1,DIAMOND,56,204,27,111,13.2,54.4,1
II,残nyoU,Zed,DIAMOND,55,228,27,126,11.8,55.3,1
II,SkyLinear,JPN,DIAMOND,55,289,28,148,9.7,51.2,-31
II,DasiRBgou丶,1358,DIAMOND,54,220,21,122,9.5,55.5,
II,soooar,JP1,DIAMOND,53,182,21,97,11.5,53.3,
II,ゆずりはもち,JP1,DIAMOND,53,193,32,102,16.6,52.8,
II,onetin,JP1,DIAMOND,52,59,14,40,23.7,67.8,
II,のらら,JP1,DIAMOND,52,293,38,143,13.0,48.8,1
II,あるふぁー,11037,DIAMOND,51,132,26,75,19.7,56.8,1
II,おせうゆ,0343,DIAMOND,50,186,25,105,13.4,56.5,59
II,meritan4,8311,DIAMOND,50,121,23,69,19.0,57.0,
II,Starmine,tofu,DIAMOND,50,168,18,102,10.7,60.7,26
II,okakyh,5450,DIAMOND,48,157,17,87,10.8,55.4,71
II,ダイナソー竜崎,jp2,DIAMOND,46,170,24,94,14.1,55.3,-1
II,Pear,0335,DIAMOND,46,163,20,89,12.3,54.6,-1
II,RaimaruNA,1864,DIAMOND,45,211,20,119,9.5,56.4,-25
II,mouldv72,5353,DIAMOND,45,199,28,111,14.1,55.8,
II,aaaa,1290,DIAMOND,44,219,26,113,11.9,51.6,
II,tatsu1109,JP1,DIAMOND,42,188,30,105,16.0,55.9,
II,あまみん,8073,DIAMOND,42,160,19,89,11.9,55.6,
II,プラチナエイム,srymb,DIAMOND,42,191,33,106,17.3,55.5,
II,serori2222,9227,DIAMOND,42,231,46,124,19.9,53.7,
II,misomega,JP1,DIAMOND,41,230,30,121,13.0,52.6,
II,27axis,aabbc,DIAMOND,40,297,44,158,14.8,53.2,1
II,Ar9uR,rrrr,DIAMOND,36,152,23,81,15.1,53.3,2
II,suzukinosashimi,3433,DIAMOND,36,277,38,151,13.7,54.5,-49
II,くうしか,JP1,DIAMOND,35,271,32,147,11.8,54.2,1
II,5358375,2630,DIAMOND,35,204,29,113,14.2,55.4,1
II,まきにゃん,JP1,DIAMOND,34,170,35,90,20.6,52.9,2
II,暴風竜ヴェルドラ,転スラ,DIAMOND,34,201,21,111,10.4,55.2,2
II,黄金ユウユウ,JP1,DIAMOND,32,90,15,57,16.7,63.3,3
II,deu,6004,DIAMOND,32,166,19,89,11.4,53.6,3
II,きつねびびび,TTV,DIAMOND,32,355,46,188,13.0,53.0,58
II,whochiya,who,DIAMOND,31,146,26,79,17.8,54.1,2
II,LirArne,JP1,DIAMOND,30,101,10,68,9.9,67.3,2
II,hase3,gawa3,DIAMOND,28,169,14,97,8.3,57.4,4
II,れっさーくん,もふもふ,DIAMOND,27,86,15,53,17.4,61.6,4
II,Yozakuramint,4030,DIAMOND,26,93,15,55,16.1,59.1,5
II,Freiheit,000,DIAMOND,26,112,24,66,21.4,58.9,5
II,Kyoppee,JP1,DIAMOND,25,300,35,153,11.7,51.0,5
II,m4ech,JP1,DIAMOND,25,146,27,84,18.5,57.5,5
II,Squxt,777,DIAMOND,24,333,33,174,9.9,52.3,-61
II,ればぶる,394,DIAMOND,24,302,43,157,14.2,52.0,5
II,わーぶらー,tft,DIAMOND,22,139,29,78,20.9,56.1,-18
II,Moochan,2212,DIAMOND,20,104,13,67,12.5,64.4,32
II,Gamingori1la,JP1,DIAMOND,18,211,24,119,11.4,56.4,3
II,Naganadel,111,DIAMOND,17,210,36,115,17.1,54.8,3
II,りっぱー,9030,DIAMOND,15,142,23,81,16.2,57.0,3
II,PM02 00,0226,DIAMOND,15,150,21,88,14.0,58.7,3
II,がろん,7144,DIAMOND,14,253,30,140,11.9,55.3,3
II,杣人だけど,21759,DIAMOND,13,78,15,54,19.2,69.2,3
II,きののきのこ,4649,DIAMOND,12,237,28,120,11.8,50.6,-44
II,BINGO,2028,DIAMOND,12,214,30,111,14.0,51.9,2
II,iroha,JP1,DIAMOND,12,178,25,102,14.0,57.3,2
II,eve,ˇˉˇ,DIAMOND,12,235,25,119,10.6,50.6,2
II,enisuke,JP1,DIAMOND,10,109,13,68,11.9,62.4,5
II,ラーメン二郎生田駅前店,123,DIAMOND,9,119,25,65,21.0,54.6,5
II,Dry331,5571,DIAMOND,9,229,41,116,17.9,50.7,5
II,一旦ファームに集中,CSCS,DIAMOND,9,308,29,151,9.4,49.0,5
II,INTJ,111,DIAMOND,9,131,29,72,22.1,55.0,5
II,Yog Sothoth,JP1,DIAMOND,8,163,19,90,11.7,55.2,5
