rank,gameName,tagLine,tier,leaguePoints,plays,wins,tops,winRate,top4Rate,rankDiff
III,Shekkaz,Bruh,DIAMOND,49,157,15,89,9.6,56.7,
III,Gongster82666,NA1,DIAMOND,49,244,27,132,11.1,54.1,
III,Chevy,kota,DIAMOND,48,170,16,98,9.4,57.6,
III,katamine,999,DIAMOND,48,97,22,60,22.7,61.9,
III,DogribJeff,NA1,DIAMOND,48,137,20,77,14.6,56.2,
III,defder,guh,DIAMOND,47,43,12,33,27.9,76.7,
III,Chekhovs Gnu,NA1,DIAMOND,47,183,30,98,16.4,53.6,
III,Blue Flare 67,NA2,DIAMOND,46,233,35,118,15.0,50.6,
III,testosteronepump,999,DIAMOND,46,116,16,68,13.8,58.6,
III,Read That Again,NA1,DIAMOND,46,135,11,76,8.1,56.3,
III,NOT TOXIC OK,NA1,DIAMOND,46,113,21,65,18.6,57.5,
III,Kangster,Kang,DIAMOND,45,88,14,55,15.9,62.5,
III,zebmmm,docxm,DIAMOND,45,47,10,35,21.3,74.5,
III,RumHammm,NA1,DIAMOND,44,247,32,132,13.0,53.4,
III,rock,2462,DIAMOND,44,76,13,51,17.1,67.1,
III,Brexamus,NA1,DIAMOND,44,92,18,50,19.6,54.3,
III,Biscuitpiggy,NA1,DIAMOND,44,214,22,113,10.3,52.8,
III,Yahag1,NA1,DIAMOND,44,234,39,122,16.7,52.1,
III,君莫笑,杯莫停,DIAMOND,44,79,22,51,27.8,64.6,
III,Nueol,7487,DIAMOND,44,71,17,44,23.9,62.0,
III,STheHero,NA1,DIAMOND,43,127,25,70,19.7,55.1,
III,m00jo,NA1,DIAMOND,43,67,12,43,17.9,64.2,
III,KaNKl,NA1,DIAMOND,43,172,37,90,21.5,52.3,
III,that74,LOL,DIAMOND,43,124,17,71,13.7,57.3,106
III,Invisaa,NA1,DIAMOND,43,191,34,102,17.8,53.4,-1
III,Ba Hà Cú,elio,DIAMOND,43,160,21,101,13.1,63.1,-126
III,MORTDOGBLESSED,MORT,DIAMOND,43,61,16,43,26.2,70.5,-2
III,Asydgt,sun26,DIAMOND,42,136,28,68,20.6,50.0,-2
III,buzzonetwo,IZONE,DIAMOND,42,105,15,65,14.3,61.9,125
III,cgustav,NA1,DIAMOND,42,159,26,87,16.4,54.7,-3
III,SatonoDiamondFan,2024,DIAMOND,41,191,28,99,14.7,51.8,269
III,Leyadin,NA1,DIAMOND,41,142,17,79,12.0,55.6,-4
III,Botcas,8008,DIAMOND,41,143,17,81,11.9,56.6,-4
III,Luugia,PKMN,DIAMOND,41,111,17,66,15.3,59.5,-4
III,Username Invalid,NA1,DIAMOND,41,133,20,76,15.0,57.1,-4
III,BlazingYoshi420,NA1,DIAMOND,41,196,29,103,14.8,52.6,-47
III,LopesRQ,001,DIAMOND,41,69,16,41,23.2,59.4,-5
III,daidaidapaipai,NA1,DIAMOND,41,166,23,93,13.9,56.0,-5
III,wfjasdmpld,NA1,DIAMOND,41,128,30,70,23.4,54.7,-5
III,MooseBoosts,NA1,DIAMOND,41,213,31,112,14.6,52.6,-5
III,jajaer,NA1,DIAMOND,41,70,14,45,20.0,64.3,-5
III,Spichip,NA1,DIAMOND,40,54,17,35,31.5,64.8,-5
III,Atticus224,NA1,DIAMOND,40,91,16,53,17.6,58.2,-5
III,lucians bb girl,NA1,DIAMOND,40,77,15,54,19.5,70.1,-5
III,Nephew237142,NA1,DIAMOND,40,182,20,96,11.0,52.7,-5
III,so lucky and bad,3426,DIAMOND,40,51,20,35,39.2,68.6,-122
III,030p,NA1,DIAMOND,39,79,14,49,17.7,62.0,-6
III,belbybutton,poor,DIAMOND,39,120,26,67,21.7,55.8,-6
III,viljar,NA1,DIAMOND,39,114,18,64,15.8,56.1,-6
III,escape,leeb,DIAMOND,39,208,31,109,14.9,52.4,-6
III,ƒine,NA1,DIAMOND,38,68,15,45,22.1,66.2,-6
III, Shadow x 17,NA1,DIAMOND,38,159,16,89,10.1,56.0,-6
III,venisaur165,NA1,DIAMOND,38,210,31,108,14.8,51.4,-6
III,coollinkswag,NA1,DIAMOND,38,125,13,71,10.4,56.8,-6
III,MBTea,2225,DIAMOND,38,83,13,50,15.7,60.2,-6
III,Nova,Phos,DIAMOND,38,119,12,69,10.1,58.0,-6
III,dequbud,tft,DIAMOND,38,122,12,76,9.8,62.3,-6
III,triplebz,5564,DIAMOND,37,157,12,89,7.6,56.7,-5
III,somebraisedass,booty,DIAMOND,37,159,16,86,10.1,54.1,55
III,fua50,NA1,DIAMOND,37,105,16,60,15.2,57.1,-6
III,BolognaChubs,NA1,DIAMOND,37,346,47,168,13.6,48.6,190
III,bogo pistasho,2169,DIAMOND,37,120,16,66,13.3,55.0,-7
III,Homurakuma,NA1,DIAMOND,36,68,17,42,25.0,61.8,-7
III,Real Geodude,NA1,DIAMOND,36,131,23,72,17.6,55.0,-7
III,perfect111222,NA1,DIAMOND,36,116,21,65,18.1,56.0,-7
III,UAC SuX0Rz,NA1,DIAMOND,36,147,20,79,13.6,53.7,-7
III,Kleenex,XXX,DIAMOND,36,193,37,97,19.2,50.3,-7
III,BushSoldier,NA1,DIAMOND,36,261,21,141,8.0,54.0,-7
III,CandidCrafter,Great,DIAMOND,36,170,22,98,12.9,57.6,-7
III,IGOTSMOKE69,1515,DIAMOND,35,108,16,65,14.8,60.2,-7
III,jerpack4,NA1,DIAMOND,35,137,15,81,10.9,59.1,106
III,Minizih,NA1,DIAMOND,35,188,31,98,16.5,52.1,-7
III,Chovy Dopa Faker,NA1,DIAMOND,35,97,15,59,15.5,60.8,-7
III,rook1e,666,DIAMOND,35,219,44,114,20.1,52.1,-7
III,torontokyoArkjow,NA2,DIAMOND,34,79,19,48,24.1,60.8,-6
III,Waboo,NA1,DIAMOND,34,146,26,76,17.8,52.1,-6
III,Sup Boys,HUH,DIAMOND,34,327,59,162,18.0,49.5,-6
III,Orianana,NA1,DIAMOND,34,169,27,85,16.0,50.3,211
III,Way,0001,DIAMOND,34,154,27,84,17.5,54.5,-7
III,E2 S2 Yanqing,5050,DIAMOND,34,209,32,112,15.3,53.6,-7
III,QJT8ds,0220,DIAMOND,34,108,13,66,12.0,61.1,-7
III,Bittermeln w egg,NAA,DIAMOND,33,86,21,52,24.4,60.5,-7
III,doh,0000,DIAMOND,33,160,25,82,15.6,51.2,-7
III,MORTDOG WHY,NA1,DIAMOND,33,171,22,91,12.9,53.2,-7
III,DominicnRepublic,NA1,DIAMOND,33,177,16,94,9.0,53.1,-7
III,muffin,7894,DIAMOND,33,119,11,68,9.2,57.1,-6
III,ypperin,cvck,DIAMOND,33,158,21,84,13.3,53.2,-6
III,Randonneur,NA1,DIAMOND,33,131,15,71,11.5,54.2,-6
III,I like girls,6583,DIAMOND,33,142,35,80,24.6,56.3,-6
III,bleh05,7570,DIAMOND,33,166,30,88,18.1,53.0,-6
III,DaLang,08957,DIAMOND,33,162,31,87,19.1,53.7,-6
III,iRawnic,CHAE,DIAMOND,32,175,16,101,9.1,57.7,-6
III,deep breaths,NA1,DIAMOND,32,149,26,83,17.4,55.7,-6
III,Öcasø,LAS1,DIAMOND,32,97,20,58,20.6,59.8,-5
III,HokkeMirin,NA1,DIAMOND,32,162,18,87,11.1,53.7,-5
III,Ahmes,11235,DIAMOND,32,132,16,71,12.1,53.8,-5
III,Winterizer,NA1,DIAMOND,31,138,16,82,11.6,59.4,-5
III,frankmo,NA2,DIAMOND,31,110,15,61,13.6,55.5,-5
III,oichez,NA1,DIAMOND,31,156,23,81,14.7,51.9,-135
III,popthepopper,NA1,DIAMOND,31,68,15,45,22.1,66.2,-6
III,StardustDM,NA1,DIAMOND,31,255,33,140,12.9,54.9,-6
III,whatspopp1n,NA1,DIAMOND,31,150,24,78,16.0,52.0,-6
III,Kands,NA99,DIAMOND,31,44,17,33,38.6,75.0,-6
III,Tabrs,NA1,DIAMOND,31,299,50,145,16.7,48.5,-6
III,Mentor Ryze Only,2486,DIAMOND,31,135,16,76,11.9,56.3,-6
III,klmtrs,wow,DIAMOND,31,129,15,73,11.6,56.6,-6
III,scarycd,NA1,DIAMOND,30,137,26,76,19.0,55.5,-6
III,Argon,Mid,DIAMOND,29,110,14,71,12.7,64.5,-6
III,Karan,1  ,DIAMOND,29,109,24,65,22.0,59.6,-6
III,SZK isjerboa,TOTT,DIAMOND,29,94,18,56,19.1,59.6,-6
III,Jinqt,NA1,DIAMOND,29,105,17,62,16.2,59.0,-6
III,礼堂王源,1126,DIAMOND,29,147,22,85,15.0,57.8,-6
III,AppleK1ng,Balls,DIAMOND,28,320,47,156,14.7,48.8,-6
III,iseo3,NA1,DIAMOND,28,164,24,91,14.6,55.5,-6
III,eeks196,NA1,DIAMOND,28,156,24,85,15.4,54.5,-6
III,cankillbutnoneed,NA1,DIAMOND,28,90,24,51,26.7,56.7,-6
III,YoungPlum13,NA1,DIAMOND,28,233,34,118,14.6,50.6,-6
III,Ghost48,C0M,DIAMOND,28,170,30,85,17.6,50.0,-6
III,vocxm,NA1,DIAMOND,28,127,18,71,14.2,55.9,-6
III,Moka,Poka,DIAMOND,27,118,22,70,18.6,59.3,-5
III,bquon,0000,DIAMOND,27,85,13,52,15.3,61.2,-5
III,dany hyu,000,DIAMOND,27,83,14,51,16.9,61.4,-5
III,Pikapwner,PNS,DIAMOND,26,358,42,183,11.7,51.1,-5
III,zayteh,NA1,DIAMOND,26,79,23,46,29.1,58.2,-5
III,ewwic,NA1,DIAMOND,26,97,19,54,19.6,55.7,-5
III,i lust for you,NA1,DIAMOND,26,243,36,128,14.8,52.7,-5
III,Fiercez,123,DIAMOND,26,180,30,97,16.7,53.9,-5
III,Spiice And Wolf,NA1,DIAMOND,25,125,24,68,19.2,54.4,-5
III,Arlyse,Juan,DIAMOND,25,164,29,85,17.7,51.8,-5
III,windchimes,NA1,DIAMOND,25,58,11,39,19.0,67.2,-4
III,Jayphox,NA1,DIAMOND,25,97,16,61,16.5,62.9,-4
III,scoopmypoop,1997,DIAMOND,25,160,16,86,10.0,53.8,-4
III,soulbound,avail,DIAMOND,25,239,23,134,9.6,56.1,-4
III,wu ye tu zhu nan,NA1,DIAMOND,24,375,65,192,17.3,51.2,-3
III,bigballs21,0000,DIAMOND,24,230,34,124,14.8,53.9,-682
III,Sea321,NA1,DIAMOND,24,227,35,124,15.4,54.6,308
III,Wavy,0918,DIAMOND,24,103,21,66,20.4,64.1,-5
III,Lkwamazing9,TFT,DIAMOND,24,293,40,151,13.7,51.5,-5
III,Skweebee,skwb,DIAMOND,23,151,28,83,18.5,55.0,-5
III,yooooks,NA1,DIAMOND,23,161,26,93,16.1,57.8,49
III,Yami Mahou,FF14,DIAMOND,23,107,24,61,22.4,57.0,-6
III,jakumii,NA1,DIAMOND,23,250,40,123,16.0,49.2,-6
III,Bel,SOT,DIAMOND,23,141,25,79,17.7,56.0,-6
III,GuttaManero,NA1,DIAMOND,23,115,24,64,20.9,55.7,-6
III,Spen,XDD,DIAMOND,23,161,17,89,10.6,55.3,-6
III,beekeeper will,ajprl,DIAMOND,22,205,37,111,18.0,54.1,-6
III,Lethaal,NA1,DIAMOND,22,178,27,98,15.2,55.1,-694
III,Oozma,NA1,DIAMOND,22,73,13,48,17.8,65.8,-6
III,MD22,POGGE,DIAMOND,22,175,24,99,13.7,56.6,-6
III,IlIus10n,NA1,DIAMOND,22,137,17,76,12.4,55.5,223
III,Tyenomite,5306,DIAMOND,22,204,24,107,11.8,52.5,-7
III,ausername,8948,DIAMOND,21,156,19,86,12.2,55.1,-7
III,789,4328,DIAMOND,21,234,29,130,12.4,55.6,-5
III,QualityHooker,NA1,DIAMOND,20,151,24,86,15.9,57.0,-5
III,alysa lius amygd,ala,DIAMOND,20,140,23,75,16.4,53.6,-212
III,bms777,NA1,DIAMOND,20,131,24,70,18.3,53.4,-6
III,windwhisper,NA1,DIAMOND,20,196,34,99,17.3,50.5,-6
III,Rhinoceros 8,NA2,DIAMOND,20,136,13,77,9.6,56.6,-6
III,Inui,NA1,DIAMOND,20,140,17,82,12.1,58.6,-6
III,woopa,1130,DIAMOND,20,209,22,113,10.5,54.1,-5
III,Kershaw,C4934,DIAMOND,20,135,23,76,17.0,56.3,-5
III,raine,tft01,DIAMOND,20,119,29,65,24.4,54.6,-4
III,SM4RTAsS,31337,DIAMOND,20,319,40,162,12.5,50.8,-4
III,CuueRVoo,LASs,DIAMOND,20,208,28,112,13.5,53.8,-4
III,Backshot King,69420,DIAMOND,19,167,19,95,11.4,56.9,-4
III,kbn,one,DIAMOND,19,202,31,112,15.3,55.4,-4
III,FENG6,NA1,DIAMOND,19,322,60,163,18.6,50.6,-4
III,Kryolithic,NA1,DIAMOND,19,124,18,71,14.5,57.3,-4
III,JohntheHo,NA1,DIAMOND,19,171,18,95,10.5,55.6,-4
III,aaron,fatty,DIAMOND,19,142,21,78,14.8,54.9,-4
III,DivineUSB,NA1,DIAMOND,19,94,17,53,18.1,56.4,-4
III,aRty,888,DIAMOND,19,249,39,134,15.7,53.8,-4
III,Fob Central,NA1,DIAMOND,18,53,10,37,18.9,69.8,-4
III,dowosie,NA1,DIAMOND,18,78,14,50,17.9,64.1,-4
III,dog,gou,DIAMOND,18,186,19,102,10.2,54.8,78
III,Elëven,NA1,DIAMOND,17,102,18,59,17.6,57.8,-5
III,yuzu,baby,DIAMOND,17,172,22,87,12.8,50.6,-5
III,二乃我婆好可愛,8329,DIAMOND,17,94,18,54,19.1,57.4,-126
III,Huntez,NA1,DIAMOND,16,241,30,127,12.4,52.7,-6
III,Ctrl 6,NA1,DIAMOND,16,93,15,51,16.1,54.8,-6
III,Highroller,lucky,DIAMOND,16,107,20,64,18.7,59.8,-6
III,TFTtcj,NA1,DIAMOND,16,282,33,153,11.7,54.3,-6
III,JJking,JJJJ,DIAMOND,15,110,24,65,21.8,59.1,-115
III,Mimoz,0325,DIAMOND,15,124,9,71,7.3,57.3,-6
III,AesopWanderer,NA1,DIAMOND,15,215,29,117,13.5,54.4,-6
III,Marcus747,NA1,DIAMOND,15,76,15,49,19.7,64.5,-6
III,Heroman,NA1,DIAMOND,15,185,28,93,15.1,50.3,-6
III,Funny Pea,NA1,DIAMOND,15,107,27,58,25.2,54.2,-6
III,car1234,NA1,DIAMOND,15,189,35,101,18.5,53.4,-6
III,LeoTheGreat,NA1,DIAMOND,15,75,14,46,18.7,61.3,-6
III,Descente,NA1,DIAMOND,14,484,58,240,12.0,49.6,-6
III,Acjjojo,qqq,DIAMOND,14,140,16,83,11.4,59.3,-6
III,Dubi,erre,DIAMOND,14,164,20,97,12.2,59.1,-6
III,CLE,TFT,DIAMOND,13,160,11,88,6.9,55.0,-6
III,Agaell,NA1,DIAMOND,13,94,18,54,19.1,57.4,-5
III,whimSYZ,NA1,DIAMOND,13,133,20,73,15.0,54.9,-5
III,Tigerlash,NA1,DIAMOND,13,205,28,113,13.7,55.1,-5
III,ALGH,0819,DIAMOND,13,193,26,103,13.5,53.4,-5
III,kuwomi,umu,DIAMOND,13,133,19,76,14.3,57.1,-5
III,KunKun0914,NA1,DIAMOND,13,72,20,50,27.8,69.4,-5
III,ExtraThiccZed,1992,DIAMOND,12,123,20,66,16.3,53.7,-5
III,Clef,Clef,DIAMOND,12,43,15,30,34.9,69.8,-5
III,Hi IM VK,NA1,DIAMOND,12,208,32,111,15.4,53.4,-5
III,aiyumi,NA1,DIAMOND,12,106,12,63,11.3,59.4,-5
III,Lana Del Rhoades,Glorp,DIAMOND,12,78,18,45,23.1,57.7,-5
III,Zzzzzk,ZZK,DIAMOND,12,155,24,85,15.5,54.8,-5
III,ELEVENNN,1112,DIAMOND,12,77,17,44,22.1,57.1,-5
III,Wulongma,NA1,DIAMOND,12,100,20,53,20.0,53.0,-5
III,EnderFPS,Lol,DIAMOND,12,111,18,62,16.2,55.9,-5
III,posiposi2,9988,DIAMOND,12,171,27,93,15.8,54.4,-5
III,LaggedOnLAN,DAN,DIAMOND,11,93,13,57,14.0,61.3,-5
III,Tomioka Giyuuuu,NA1,DIAMOND,11,125,16,73,12.8,58.4,-5
III,Zoidberg Doll,NA1,DIAMOND,11,148,20,84,13.5,56.8,-5
III,Makeyaquake,NA1,DIAMOND,11,93,18,51,19.4,54.8,-5
III,k3hardstuck,111,DIAMOND,11,140,23,76,16.4,54.3,-5
III,Kendo,1234,DIAMOND,11,218,23,122,10.6,56.0,-5
III,Zei,2484,DIAMOND,11,127,20,72,15.7,56.7,-5
III,ShadedDrew,NA1,DIAMOND,11,65,14,44,21.5,67.7,-5
III,ImNuggets,1761,DIAMOND,11,129,23,71,17.8,55.0,-5
III,scarce,corn,DIAMOND,11,148,12,79,8.1,53.4,-767
III,definitelyzooted,gon,DIAMOND,10,97,16,58,16.5,59.8,-6
III,Remurin,NA1,DIAMOND,10,304,53,156,17.4,51.3,-6
III,InvadersMD,NA1,DIAMOND,10,156,21,82,13.5,52.6,-6
III,EagleAbove,CLOWN,DIAMOND,10,80,7,49,8.8,61.3,-6
III,FreeTRob,GOAT,DIAMOND,10,167,18,94,10.8,56.3,-6
III,devó,allin,DIAMOND,10,221,30,124,13.6,56.1,-6
III,Code,42069,DIAMOND,10,84,13,48,15.5,57.1,-6
III,LOLYOU1337,NA1,DIAMOND,10,120,15,71,12.5,59.2,-6
III,Mateodabull,slime,DIAMOND,10,151,17,83,11.3,55.0,-6
III,Pmon62,NA1,DIAMOND,10,118,18,68,15.3,57.6,-5
III,LemurrQ,NA1,DIAMOND,10,187,26,97,13.9,51.9,-5
III,DatFeel,NA1,DIAMOND,10,154,23,84,14.9,54.5,-5
III,Natane,chpr,DIAMOND,10,142,22,78,15.5,54.9,-5
III,0FF MY MEDS,NA1,DIAMOND,10,85,15,53,17.6,62.4,-5
III,Maxm19,NA1,DIAMOND,10,87,21,53,24.1,60.9,-5
III,CujoMS,NA1,DIAMOND,10,159,27,87,17.0,54.7,-5
III,Brocerystore,NA666,DIAMOND,10,85,14,55,16.5,64.7,-5
III,TuongThongThai,VNN,DIAMOND,10,112,21,63,18.8,56.2,-5
III,Itulralde,NA1,DIAMOND,10,165,35,84,21.2,50.9,-5
III,LowkeyRoss,6969,DIAMOND,10,161,24,88,14.9,54.7,134
III,Name324678206140,NA2,DIAMOND,10,172,24,93,14.0,54.1,-6
III,Kyii,W5u,DIAMOND,10,125,21,72,16.8,57.6,-6
III,orcinus,888,DIAMOND,10,190,34,97,17.9,51.1,-790
III,Jo11yRanch3r,aloe,DIAMOND,10,163,11,99,6.7,60.7,-7
III,Kingicepop,5715,DIAMOND,9,118,25,67,21.2,56.8,-6
III,Acala,uwwu,DIAMOND,9,138,24,76,17.4,55.1,-6
III,JustBean,NA8,DIAMOND,9,304,32,161,10.5,53.0,-6
III,Exryllis,NA1,DIAMOND,9,137,8,80,5.8,58.4,-6
III,Nearmad,NA1,DIAMOND,9,177,20,96,11.3,54.2,-6
III,Iskander,Croak,DIAMOND,9,125,19,69,15.2,55.2,-6
III,Nerby,1234,DIAMOND,9,56,12,41,21.4,73.2,-6
III,hihizac,3104,DIAMOND,9,120,24,61,20.0,50.8,-6
III,DONTPLAYBPSR,BZZAR,DIAMOND,8,228,27,119,11.8,52.2,-6
III,Icarium00,NA1,DIAMOND,8,273,21,139,7.7,50.9,-6
III,Ling,bloop,DIAMOND,8,176,24,92,13.6,52.3,-802
III,STOOPID,NA0,DIAMOND,8,109,14,64,12.8,58.7,-7
III,Joddyzz,NA1,DIAMOND,8,247,32,129,13.0,52.2,-7
III,SergeantSpoinker,NA2,DIAMOND,8,94,15,58,16.0,61.7,-805
III,박지효,TWlCE,DIAMOND,8,132,22,70,16.7,53.0,-7
III,Jukia,JW1,DIAMOND,8,150,8,83,5.3,55.3,-6
III,TempestLife,NA1,DIAMOND,7,120,23,65,19.2,54.2,-6
III,CR Noz,NA1,DIAMOND,7,128,22,73,17.2,57.0,-6
III,Riot Truexy,PMA,DIAMOND,7,110,21,66,19.1,60.0,-6
III,Erina Yukihira,Chef,DIAMOND,7,162,25,84,15.4,51.9,-6
III,Reeon,NA1,DIAMOND,7,248,25,134,10.1,54.0,-6
III,wakame,KELP,DIAMOND,7,75,15,45,20.0,60.0,-6
III,shararr,NA1,DIAMOND,7,107,17,63,15.9,58.9,-6
III,greendinosawr,NA1,DIAMOND,7,151,22,81,14.6,53.6,-6
III,Quỷ Đá VTNam,8888,DIAMOND,7,125,37,70,29.6,56.0,-816
III,Timetoplaylulu,NA1,DIAMOND,7,107,21,62,19.6,57.9,-7
III,YoonahKorn,NA1,DIAMOND,6,241,27,132,11.2,54.8,-7
III,meluhn,slime,DIAMOND,6,184,25,101,13.6,54.9,-7
III,x69x420x69xDx,NA1,DIAMOND,6,113,20,61,17.7,54.0,-7
III,Skade,NA1,DIAMOND,6,125,27,71,21.6,56.8,-7
III,wehatetft,NA1,DIAMOND,6,93,10,64,10.8,68.8,-7
III,Crab Mentality,MORT,DIAMOND,6,88,13,54,14.8,61.4,-7
III,Yudden,NA1,DIAMOND,5,161,19,82,11.8,50.9,-7
III,Cooch,drain,DIAMOND,5,192,19,104,9.9,54.2,-7
III,哪有真心换真心只有速度换声音,cpdd,DIAMOND,5,368,50,185,13.6,50.3,-7
III,elterceroedmNAAA,0912,DIAMOND,5,177,18,93,10.2,52.5,-7
III,xoey,fate,DIAMOND,4,80,20,47,25.0,58.8,-7
III,Koala Esbelto,NA2,DIAMOND,4,35,20,30,57.1,85.7,-328
III,nai cha cha chaa,aaa,DIAMOND,4,144,10,84,6.9,58.3,-830
III,beardog,619,DIAMOND,3,164,15,88,9.1,53.7,-8
III,ARMINMASS TTV,REALN,DIAMOND,3,157,20,86,12.7,54.8,-8
III,dreamOf40000Boys,9773,DIAMOND,3,178,14,94,7.9,52.8,-8
III,Evan,lai,DIAMOND,3,197,26,99,13.2,50.3,-8
III,EggsBenny,808,DIAMOND,3,181,21,99,11.6,54.7,-8
III,pancham,bnw,DIAMOND,2,324,30,169,9.3,52.2,-7
III,jeeffers,jjjj,DIAMOND,2,112,14,61,12.5,54.5,-837
III,Dynamic,6327,DIAMOND,2,131,16,74,12.2,56.5,-8
III,超级无敌宇宙霹雳暴龙战士,111,DIAMOND,2,172,29,95,16.9,55.2,-8
III,Mnky,boba,DIAMOND,2,113,17,66,15.0,58.4,-8
III,RyaniuB,NA1,DIAMOND,1,209,41,119,19.6,56.9,-8
III,Imbricatus,NA1,DIAMOND,1,125,18,73,14.4,58.4,-8
III,Jhìn,Snipa,DIAMOND,1,110,16,62,14.5,56.4,-8
III,distraction,feet,DIAMOND,1,94,10,57,10.6,60.6,-7
III,Ligercs2,david,DIAMOND,1,143,25,80,17.5,55.9,-7
III,Hizgaming,ttv,DIAMOND,1,82,11,53,13.4,64.6,-7
III,qUwUp,NA1,DIAMOND,1,97,10,60,10.3,61.9,-7
III,Derebere,DBKP,DIAMOND,1,298,45,156,15.1,52.3,-7
III,三色果盘,人美心善,DIAMOND,1,127,26,70,20.5,55.1,-7
III,Silent TM,NA1,DIAMOND,1,157,31,86,19.7,54.8,-7
III,FLASHFANGZ,NA1,DIAMOND,1,165,14,93,8.5,56.4,-7
III,yaom3ister23,NA1,DIAMOND,1,143,20,81,14.0,56.6,-7
III,chickenwithboba,NJ53,DIAMOND,0,198,16,105,8.1,53.0,-7
III,BrickedDown,1234,DIAMOND,0,127,19,74,15.0,58.3,-6
III,LilyPichu,NA1,DIAMOND,0,92,16,51,17.4,55.4,-6
III,Poppin Fresh,1738,DIAMOND,0,303,55,153,18.2,50.5,-4
III,Sansi,NA1,DIAMOND,0,115,13,68,11.3,59.1,-4
III,Chungha,1997,DIAMOND,0,104,19,64,18.3,61.5,-4
III,Kowo Bear,HANK,DIAMOND,0,238,23,116,9.7,48.7,-4
III,FeedyMcFacestab,NA1,DIAMOND,0,109,20,61,18.3,56.0,-4
III,syguy,GUY,DIAMOND,0,92,14,58,15.2,63.0,-4
III,savagepig,4299,DIAMOND,0,114,13,68,11.4,59.6,-4
III,ThisMusic,NA1,DIAMOND,0,135,17,78,12.6,57.8,-4
III,McDull,NA1,DIAMOND,0,213,27,109,12.7,51.2,-36
III,Dura,NA2,DIAMOND,0,122,18,68,14.8,55.7,-5
III,DuelAkimbos,NA1,DIAMOND,0,176,33,97,18.8,55.1,-5
III,Arsenal Bird,NA1,DIAMOND,0,165,28,87,17.0,52.7,-5
III,emptdawg,6442,DIAMOND,0,278,38,143,13.7,51.4,-5
III,sigh,jesse,DIAMOND,0,262,46,133,17.6,50.8,-5
III,Eddie,XDD,DIAMOND,0,118,14,67,11.9,56.8,-5
III,l Ô w Ô l,NA1,DIAMOND,0,371,41,186,11.1,50.1,-5
III,Rainy315,NA1,DIAMOND,0,194,25,104,12.9,53.6,-5
III,greorge,georg,DIAMOND,0,238,43,127,18.1,53.4,-5
III,Anjew,NA1,DIAMOND,0,310,28,170,9.0,54.8,-5
III,nivleK,NA1,DIAMOND,0,116,15,68,12.9,58.6,-5
III,Hello Panda,Snack,DIAMOND,0,148,28,87,18.9,58.8,-5
III,chinese slipper,NA1,DIAMOND,0,153,34,80,22.2,52.3,-5
III,goatsuba,stin,DIAMOND,0,103,19,61,18.4,59.2,-5
III,Lunalie,ISFP,DIAMOND,0,203,32,103,15.8,50.7,-5
III,Yardang,3175,DIAMOND,0,103,17,59,16.5,57.3,-58
III,PsychoPenguinz,NA1,DIAMOND,0,82,18,52,22.0,63.4,-6
III,Liquidated,QnQ,DIAMOND,0,108,22,63,20.4,58.3,-6
III,fatalx,NA1,DIAMOND,0,85,17,51,20.0,60.0,-6
III,dipslip,NA1,DIAMOND,0,225,27,116,12.0,51.6,-5
III,Mimoru fan,6767,DIAMOND,0,47,13,36,27.7,76.6,-5
III,crazy evil guy,NA3,DIAMOND,0,228,34,115,14.9,50.4,-5
III,Geo,ZXC,DIAMOND,0,162,30,88,18.5,54.3,-5
III,dopamaine,NA1,DIAMOND,0,123,15,72,12.2,58.5,-5
III,running air,NA1,DIAMOND,0,167,22,92,13.2,55.1,-5
III,我要验牌,家乡很美,DIAMOND,0,299,55,139,18.4,46.5,-5
III,ladeau,NA1,DIAMOND,0,119,13,70,10.9,58.8,-265
III,Cunundrums,blah,DIAMOND,0,195,18,104,9.2,53.3,-6
III,Kaemi,NA1,DIAMOND,0,180,21,101,11.7,56.1,-6
III,MC Cao,NA1,DIAMOND,0,246,27,136,11.0,55.3,-6
III,duyo,buh,DIAMOND,0,126,23,68,18.3,54.0,-6
III,ztbunnell,NA1,DIAMOND,0,94,13,57,13.8,60.6,-6
III,kci,NA1,DIAMOND,0,165,27,87,16.4,52.7,-6
III,ZoryaPet,1204,DIAMOND,0,215,38,108,17.7,50.2,-127
III,h3ntaihav3n,NA1,DIAMOND,0,156,20,87,12.8,55.8,-6
III,CrimsonBadger,1905,DIAMOND,0,156,20,91,12.8,58.3,-6
III,BYongski79,NA1,DIAMOND,0,179,27,97,15.1,54.2,-6
III,炸豆腐,9999,DIAMOND,0,83,18,46,21.7,55.4,-6
III,eclaire,pip,DIAMOND,0,107,20,57,18.7,53.3,-6
III,TinyJeff18,NA1,DIAMOND,0,101,19,60,18.8,59.4,-6
III,ayc,1234,DIAMOND,0,100,16,56,16.0,56.0,-6
III,TriBownie,Refor,DIAMOND,0,137,16,76,11.7,55.5,-6
III,Slizzle,SLZ,DIAMOND,0,126,26,69,20.6,54.8,-6
III,myaaniflakes,NA1,DIAMOND,0,150,20,81,13.3,54.0,-6
III,TSphere,NA1,DIAMOND,0,135,19,74,14.1,54.8,-6
III,ConstantlyMaldin,NA1,DIAMOND,0,227,23,114,10.1,50.2,-6
III,iLoda NA,NA1,DIAMOND,0,205,27,106,13.2,51.7,-6
III,ChillGuy,10495,DIAMOND,0,60,17,39,28.3,65.0,-6
